,Name,Date,Star Rating,Title,Feedback
457,Zanmato,Aug 9 at 9:37 PM,5,Great for casual pickup and play!,"Liteboxer i've found to be a great game with absoltely tons of content. It edges you into the game slowly almost to the point where you'll think it's easy and then it'll really start getting your heart rate going to an extensive playlist of fantastic songs. It really doesn't feel like a workout though as you'll be having to much fun.

Yes, you have the option to pay a monthly fee for premium but this is additional to the base game that you get free that still has plenty of content. 

All in all a fantastic free workout fitness game that i'm absolutely loving."
458,Jordan,Sep 8 at 10:27 PM,5,Love the app - some improvements,"I'm a premium paid user and while the price is a bit steep, I do find the service worth it provided that the tracks and workouts are consistently updated.

Recommendations for improvement:

Having a song preview section - I'm mostly into rock and older songs and I'm not familiar with a lot of the music on there. It would be great to hover over a song and hear a preview of what it sounds like, similar to beat saber

I also think having some more gamified workouts would be a great idea, for example why not have something similar to beat saber or les mills? Maybe have a workout game similar to thrill of the fight where you face an actual opponent"
459,Tiffany,Sep 27 at 11:19 PM,5,Love LOVE LOOOOOVE THIS GAME!!,this game is easy to play easy to figure out and offers a great workout while having fun. it’s something the whole family can enjoy and challenges all of our different skill levels!! worth every penny!!!
460,Kamyrn Perry,Oct 24 at 9:44 PM,5,First time,These games are actually soothing feels like your in a whole new world
461,Col.Attwan,Oct 18 at 11:42 PM,4,Awesome!,First time trying it and I loved it! I did 10 minutes or so with a few songs and trials and I was sweating. Great cardio work out! Would recommend to others!
462,Foghorn,Oct 25 at 10:08 PM,5,Boxer review,My son loves this and I'm now taking him to real boxing classes.
463,Zip,Oct 30 at 9:23 PM,4,Get sweaty in minutes,"I tried the 1, 10 and 15 minute workouts. All diff trainers and all diff workouts to get sweaty."
464,Sebas,Sep 22 at 8:53 AM,5,"Great, almost perfect","The app itself it's great, the control are smooth and is easy-going, the only thing its that the paid services do not offer that much content, and the free service offers too little... its a good app if you want to exercise a bit."
465,Taylor,Sep 15 at 6:26 PM,5,Really good boxing app,Quite a fun workout and although the premium is abit overpriced in my opinion it offers some good music that makes it better overall. Would be nice to see an AR pass through feature like I've seen in other boxing games so you don't punch anything in your room.
466,Amouloz,Sep 29 at 9:27 PM,5,Got me motivated,"I struggle to get off my butt to work out but this got me so pump, easy way to burn calories and have fun at the same time, I personally like the trainer in front of me instead of the side."
467,Jeggo,Oct 14 at 3:51 AM,5,Brilliant,Honestly I have not done a great deal on it yet but what I have I have enjoyed a lot and for free too highly recommend
468,Victor,Sep 19 at 2:27 AM,4,Sweat Inducing and Surprisingly Fun.,"I've been playing Liteboxer for a couple of weeks now and it is really interesting in the approach. Without the physical shield to hit, the only thing you can really train is your cardio, hand speed, and reaction time. You really won't get ""stronger"" per se, but you should be able to improve your endurance. The freemium version has quite a bit of content and the classes get updated so you aren't just playing the same thing over and over. On the paid subscription version , there is a whole lot more songs, classes, and workouts. The best thing about the freemium version is that you can basically sample all the workout types that the the paid version has. No specific workout type is locked so you get a full taste of what the app offers in terms of training.

This game does get me pretty sweaty, but really just my face. The combination of a VR headset that heats up and no real ventilation makes my head drip after 15 minutes. Just remember, sweat is a function of body heat not workout intensity. The amount of moisture you produce will vary person to person. 

""As for gameplay"", it's kind of like Dance Dance Revolution for your hands. Timing and pattern recognition is the name of the game. 

The only thing I wish they would find a way to adjust are the trainer led workouts. The trainers are shown off to the left of the hit boxes and if you are watching the trainer you will miss the input for the hit boxes. If they can find a way to keep your focus on the hit box or not have inputs when the trainer is talking, that would make this a 5 star app. Right now it is a 4, even a 4+."
469,Zeuz644,Oct 19 at 2:27 AM,5,Pretty good exercise,"Honestly the free version is pretty good, nice beats, good workouts, all around pretty cool."
470,Speedoverflow,Oct 31 at 8:22 PM,5,Very nice,Very nice game for training
471,Levi Massie,Nov 13 at 7:44 AM,1,Why,"I can’t 
buy the subscription"
472,Blake luckman,Sep 9 at 9:54 PM,5,Amazing workouts !,An amazing game with amazing workout that really breaks a sweat within five minutes Great coaches and awesome padwork and sparing sessions and an amazing song that just really pumped up the vibe and gets you through your work out an amazing game I absolutely recommend it to anyone! ￼
473,Oskie,Sep 26 at 7:26 AM,5,Liteboxing great workout app,"Man I’ll tell you what !! This app made me feel like I’m out of shape… sure gave me a great workout., 15 minutes a day makes me feel like 1 million Dalits a day great job liteboxing …. Must use app"
474,Marisha,Sep 26 at 9:59 PM,5,Love it!,I really enjoyed my time while using liteboxer.  It's very simple to use and does ensure that you will have a good workout each and every time that you use it. I enjoyed the selection of music as well
475,JuciBooty,Oct 24 at 9:13 PM,5,Free version is great,This is a great app! Really helped me get into working out!
476,MPN52,Oct 30 at 8:45 PM,4,Free version,"As a casual user, the free option was right for me.  It will give you a basic workout."
477,Hellsing,Jul 6 at 10:49 PM,5,Great investment in yourself,"Didn’t really I understand working out in VR at first until I downloaded this app and it had me sweating and swore from the work outs. Most work out with instructors start with a light warm up and then slowly starts to pick up the intensity and then goes for a cool down stretch towards the end. Just a 10 min quick work will have you feeling so much awesome about yourself, I even have added this quick sessions to my whole work out using some of the programs as a quick warm up. This is truly an investment in yourself and well-being your future self will thank you for this."
478,Joey,Sep 17 at 4:45 PM,4,Using Liteboxer daily,"I've added the free version (basic) daily to my workout routine.  It's a good warm up of my shoulders and core.  I do make sure I move around while using the game (bob/weave my head and getting low on low punches, rotating hips and legs for stronger punches).  You will only get out what you put in.  I will not be purchasing the premium version but could definitely see it being worth the money to those who do upgrade.  I haven't seen where hook punches and uppercuts are used, only straight punches, so that would make it more realistic."
